stock_close_max,n_samples,mape_pct,model,method,horizon
184.58999633789062,1897,1.1193322409242232,DLinear,global,5
41.0,5995,1.3633742139944747,DLinear,global,5
30.885459899902344,2640,1.5090192944536682,DLinear,global,5
117.75,2614,1.5390732662913587,DLinear,global,5
75.5625,5008,1.5983282596884425,DLinear,global,5
11.28125,7295,1.6066009115322484,DLinear,global,5
25.75,5965,1.6115346316132535,DLinear,global,5
58.4375,4215,1.670797030797335,DLinear,global,5
44.703548431396484,4546,1.7022042221801406,DLinear,global,5
123.20999908447266,876,1.7479105146453924,DLinear,global,5
108.125,5012,1.8458040661267285,DLinear,global,5
80.45999908447266,1479,1.881827599810003,DLinear,global,5
78.0,4601,1.9230836579595887,DLinear,global,5
20.09375,7295,1.9658597413842356,DLinear,global,5
42.125,6301,1.9758981414572736,DLinear,global,5
46.3125,4256,2.0020009048419376,DLinear,global,5
59.5625,4255,2.0026276841872708,DLinear,global,5
17.70833396911621,5012,2.006342495136017,DLinear,global,5
9.46875,4922,2.0090143954603112,DLinear,global,5
23.8700008392334,3514,2.0909952073807374,DLinear,global,5
14.550874710083008,7295,2.2167805477290465,DLinear,global,5
26.015398025512695,2791,2.225478332331732,DLinear,global,5
24.783248901367188,2671,2.2429366055790463,DLinear,global,5
26.125,5905,2.278343645909648,DLinear,global,5
20.125,5995,2.306701599425519,DLinear,global,5
74.875,5012,2.3478783696046994,DLinear,global,5
89.65625,3527,2.3540203520507443,DLinear,global,5
7.011218070983887,7295,2.3727131123081797,DLinear,global,5
82.51000213623047,3558,2.486614529019218,DLinear,global,5
66.22000122070312,1949,2.521351234310697,DLinear,global,5
25.735807418823242,4786,2.5614772090819224,DLinear,global,5
20.03125,6301,2.5692115696789286,DLinear,global,5
719.989990234375,1748,2.7293458591882853,DLinear,global,5
5.1495537757873535,4918,2.7957402848831707,DLinear,global,5
15.404823303222656,5012,2.9139662535695083,DLinear,global,5
64.56999969482422,185,2.9302113746019476,DLinear,global,5
939.8400268554688,1723,3.0879206143997244,DLinear,global,5
499.6875,5417,3.092663274459082,DLinear,global,5
50.70000076293945,1589,3.2165510639079757,DLinear,global,5
9.885000228881836,2630,3.410169330930679,DLinear,global,5
228.4499969482422,1808,3.57351234426631,DLinear,global,5
121.30000305175781,561,3.922254304745593,DLinear,global,5
62.95000076293945,1790,3.9995964179263583,DLinear,global,5
96.5625,4480,4.040632942991931,DLinear,global,5
210.86000061035156,660,4.430892732130642,DLinear,global,5
47.5,5012,4.4947901498897265,DLinear,global,5
150.08999633789062,2842,6.718963375013419,DLinear,global,5
607.8067626953125,1929,7.740086996343258,DLinear,global,5
286.0400085449219,1192,9.009539538354623,DLinear,global,5
184.58999633789062,1882,2.0332679429847693,DLinear,global,20
41.0,5980,2.3950643161647713,DLinear,global,20
30.885459899902344,2625,2.7330449916624566,DLinear,global,20
117.75,2599,2.8156298838380294,DLinear,global,20
25.75,5950,2.8245889679576015,DLinear,global,20
